sample_id,air_volume,cold_air_press,hot_air_press,oxygen,hot_air_temp,coal_rate,humidity,gas_rate,furnace_top_press,upper_press_diff,lower_press_diff,total_press_diff,air_press_ratio,furnace_top_temp_avg,air_speed,furnace_throat_temp,pig,all_quality,consumption,fuel_rate,coke_rate
R2S2_TRAIN_3843ACA2D66A,4214.605056,397.667379,385.239034,13207.911550,1185.650755,44.875000,21.167885,48.276345,219.937681,51.827351,112.658694,164.486045,25.152276,174.977116,286.754943,188.162510,34.455543,57.169393,1.659382,498.813157,310.001664
R2S2_TRAIN_BD5B4EC4DA90,4280.715562,400.395081,386.004466,12744.336222,1187.101354,44.125000,10.869008,49.386435,220.009207,51.858795,105.771413,157.630208,26.878220,128.455820,294.212650,201.322452,32.123523,56.525650,1.668817,500.184073,307.341597
R2S2_TRAIN_91FFD65C2BCC,4352.363668,404.628429,392.731503,13798.790323,1194.159381,47.098083,14.364442,48.690164,219.963999,55.357782,123.838569,179.196351,24.471346,150.294681,289.028666,213.148533,34.506094,57.583846,1.655900,512.845242,318.694416
R2S2_TRAIN_A64ABDE77FA3,4199.900197,405.510873,391.140604,13608.459499,1200.572204,44.125000,14.432263,48.571054,219.936789,55.416505,120.637654,176.054159,24.956570,164.125823,286.537183,204.799405,34.483200,57.511366,1.658658,522.963064,324.470211
R2S2_TRAIN_75D8F5E66977,4219.840694,396.467580,385.060796,13366.007522,1183.747054,46.019693,5.657027,47.819181,219.895785,47.966302,118.457459,166.423761,24.869815,141.444435,287.937784,177.565437,33.428326,57.136034,1.671207,508.809091,320.180035
R2S2_TRAIN_7642AA1AD1BB,4242.641689,397.696005,384.910814,13076.414357,1193.627954,47.595204,12.316952,48.527636,219.973539,51.858481,113.201135,165.059616,25.205672,156.970791,291.469252,215.426526,34.545434,57.446199,1.658600,511.002498,315.632858
R2S2_TRAIN_74DBA0A8C158,4157.431817,364.604664,369.035443,12270.062586,1180.934425,38.707034,11.861018,46.335877,215.862141,46.245038,108.555070,154.800108,25.584750,196.821554,287.955279,204.103176,33.141528,56.144751,1.690699,516.601565,336.454674
R2S2_TRAIN_52E61C3B43FF,4037.758434,398.978307,385.295205,7036.598797,1181.990036,38.607426,20.612967,48.044613,219.926180,47.730745,121.150645,168.881390,23.239722,218.955580,277.015435,222.389525,30.646452,57.279103,1.662308,512.793211,330.279196
R2S2_TRAIN_6E7FDAB85BD6,4249.596144,399.316234,386.054865,10107.499828,1199.922464,41.312500,10.569456,49.314057,220.035821,54.743579,120.069840,174.813418,25.383458,160.215137,291.668542,209.687738,34.459862,57.364414,1.660229,494.380971,314.192589
R2S2_TRAIN_ED7012B94B88,4245.568558,397.047558,388.292447,13762.826077,1187.978062,41.447446,25.818384,48.747580,219.973745,53.429007,117.103306,170.532314,25.464344,177.340323,292.677051,227.463638,34.464137,57.459390,1.654402,507.177577,326.587961
R2S2_TRAIN_F48CC0F2CBBD,4131.107759,390.928567,382.286457,12290.410950,1184.174760,41.062500,9.051774,47.805182,219.892993,49.006132,115.493084,164.499215,25.948101,135.926549,287.324336,222.875023,34.349007,57.757018,1.650600,512.226753,330.441987
R2S2_TRAIN_AC533FEC12A9,4014.133007,397.909077,386.521863,8662.637834,1185.301951,42.125000,11.160901,47.515203,219.935761,46.508957,119.066109,165.575066,24.713837,153.894415,278.242791,185.544098,31.157808,57.533890,1.659500,505.839926,318.139571
R2S2_TRAIN_F8EBAB9C8EBE,4149.571047,396.473487,381.758115,9950.260096,1199.489905,40.687500,9.784086,48.727027,220.005884,56.963104,107.857802,164.820906,25.268473,163.678575,287.897627,232.597585,34.241016,57.439239,1.659700,502.935775,323.808745
R2S2_TRAIN_0E91ACF9A234,4110.005973,393.512299,374.551664,9679.523071,1187.922747,41.500000,8.928213,48.206819,217.951913,50.253586,106.672859,156.926446,24.829151,156.935461,286.951482,214.758180,32.995097,57.978378,1.644763,491.880686,307.412788
R2S2_TRAIN_9E450886B835,4167.858217,399.866828,388.988373,11698.038252,1186.543618,43.375000,25.020015,48.180759,219.946001,43.943831,121.350513,165.294344,24.300918,191.201285,288.601411,228.555835,33.168582,57.360832,1.659490,507.856436,318.594256
R2S2_TRAIN_BA17B66D8A75,4126.072292,399.536456,388.318254,8116.995099,1188.649132,39.875000,11.973819,47.912933,220.004392,53.140986,110.558232,163.699217,25.148787,155.563714,283.120020,183.997006,31.489764,57.747211,1.650600,508.805126,325.461085
R2S2_TRAIN_F004B0F6F7E4,4301.950413,404.962401,392.077802,14289.823555,1178.650004,42.377679,9.336994,46.490925,219.997578,54.576527,121.352600,175.929128,24.535739,152.702616,288.976913,170.168432,35.035537,57.378328,1.659300,509.155934,317.958766
R2S2_TRAIN_D3259285027D,4183.858758,392.558803,382.373439,10148.087078,1186.761919,40.812500,3.367278,46.925953,219.928106,50.634764,107.659362,158.294126,26.928876,151.717797,291.577880,166.316102,34.350102,57.648402,1.651512,504.629386,323.628699
R2S2_TRAIN_7ECE7C4687EA,4212.483075,397.690625,387.591175,13536.001485,1184.299717,43.774682,12.282546,48.252352,216.343601,47.894961,123.754311,171.649272,25.094749,155.766048,291.086582,208.422580,33.057705,57.742164,1.646699,490.434717,305.775111
R2S2_TRAIN_95AB6513083E,4150.431192,396.295286,387.781646,13334.737926,1184.741168,42.000000,9.487112,47.969273,219.986454,47.710362,115.666414,163.376775,24.667270,168.596616,289.382078,178.243585,31.280491,57.443993,1.660537,509.650194,317.918791
R2S2_TRAIN_DF953D1110F0,4134.270689,394.276261,382.804539,8469.552706,1184.687029,40.062500,12.952754,48.556260,219.973879,54.053657,108.263836,162.317494,25.576010,147.955019,284.905476,205.527571,31.548587,57.159213,1.662700,497.066142,315.214389
R2S2_TRAIN_8E17A8CFD183,4244.466430,395.331437,384.801542,11642.024074,1200.192156,45.401010,24.858767,49.091892,219.969615,48.681465,108.231937,156.913402,26.143159,128.331496,293.186712,189.000963,34.481571,57.875523,1.649738,520.115680,331.091801
R2S2_TRAIN_A3A40645E798,4202.557754,393.884111,382.410197,10882.155268,1186.669360,42.125000,20.269838,48.905676,219.921818,47.766991,115.225651,162.992642,25.614394,191.892775,287.441781,218.560718,34.221332,56.766273,1.673278,507.518322,317.159261
R2S2_TRAIN_9F07FDEF0D45,4201.068823,401.042617,393.142107,14302.315066,1186.253077,45.651990,10.114460,48.289577,220.036577,50.105006,118.866457,168.971462,24.541652,142.764384,290.328148,210.642373,34.658199,57.547449,1.653100,511.121306,319.334207
R2S2_TRAIN_D5085DFE977C,4210.971680,392.847105,380.650261,14688.834019,1184.408981,42.437500,27.330223,45.798740,217.138490,47.932594,118.760575,166.693169,24.624356,196.009869,281.474923,181.427991,35.055286,57.539761,1.659152,533.932127,355.031837
R2S2_TRAIN_8542EFF0A230,4144.327708,398.891384,387.735770,10409.893281,1197.665831,40.625000,16.128714,47.747261,219.997767,56.671609,107.481240,164.152850,24.793566,182.436193,281.318838,211.535775,34.334334,57.933867,1.649748,511.601326,323.376325
R2S2_TRAIN_5EA72113D3EE,4260.533062,401.168053,388.017280,14009.551389,1186.419706,45.620933,7.200498,48.111621,220.016520,51.586779,117.716648,169.303427,25.916932,145.524019,292.519323,202.824483,34.545629,57.278106,1.670666,505.816073,322.712805
R2S2_TRAIN_D2C7A4D81303,4108.011649,397.673278,385.601142,6292.862023,1200.610067,41.562500,24.861331,48.921309,220.012844,58.055344,109.957968,168.013312,24.604888,181.301520,277.571575,230.622738,33.078538,57.430649,1.656928,503.259245,314.578987
R2S2_TRAIN_D06CBA73BCD9,4190.635180,392.679888,379.345347,12679.454777,1186.753883,39.875000,22.030800,46.962863,217.970017,55.668790,107.508516,163.177306,26.152071,148.822740,291.260193,173.962895,32.727365,57.208163,1.666196,510.753495,323.924989
R2S2_TRAIN_9E4FEF79BEE3,4248.659551,402.353531,391.905251,13597.726265,1187.390010,45.155747,23.564806,48.607700,219.983853,56.357315,117.200218,173.557532,25.313116,140.778674,293.225749,219.725649,32.092041,57.096627,1.672634,517.209433,327.274960
R2S2_TRAIN_2EAEA838CB4A,4269.922037,399.453396,384.764059,12175.205166,1187.874871,42.625000,14.060929,47.616865,220.011285,52.788370,102.814920,155.603290,26.405798,145.495322,293.948978,229.378077,34.585384,57.054868,1.665600,506.791781,315.250750
R2S2_TRAIN_640B6F19F46A,4204.317421,394.487280,380.501880,10278.999585,1191.386159,40.436109,10.511190,49.078110,219.906357,54.922106,118.164969,173.087074,24.402789,141.469659,280.454931,236.488139,31.523564,57.047361,1.665628,512.649232,322.546302
R2S2_TRAIN_66CA315F905D,4099.459404,393.341734,385.521317,8562.485435,1182.674801,42.437500,14.891519,48.192846,219.964524,47.467620,107.786578,155.254198,24.815940,147.691231,282.058047,204.195745,33.055904,57.489345,1.658900,506.603526,321.119532
R2S2_TRAIN_9D978F2B4B3A,4241.795783,387.208078,382.200741,10592.275146,1200.828580,39.120079,20.200612,47.416036,219.976063,55.801962,108.633245,164.435207,26.577169,148.429816,297.366553,209.559828,33.952537,57.490994,1.650000,519.019018,332.136247
R2S2_TRAIN_03D1E03D7BD6,4047.514128,384.063868,379.413007,9278.161008,1185.350996,41.437500,13.706379,48.161837,215.952138,49.941079,110.335652,160.276732,25.502718,155.958759,287.705249,209.772099,31.392521,57.327928,1.665847,512.386466,329.400619
R2S2_TRAIN_45E99875378B,4184.249362,403.307588,392.375632,10279.216746,1187.164409,41.500000,12.894009,49.644796,219.991093,52.767414,122.605199,175.372613,24.172032,146.022699,279.021863,220.130360,34.866339,57.688116,1.654913,501.589860,311.048071
R2S2_TRAIN_24EE779EC35B,4062.924008,394.051471,381.496229,10825.344530,1182.695131,40.937500,10.859839,47.931014,219.932274,49.791624,104.401970,154.193593,25.689878,152.933659,286.412614,200.109700,32.792239,57.554039,1.652758,507.443348,321.814248
R2S2_TRAIN_138A5E75B38D,4191.066880,389.056238,379.406784,13042.034856,1181.052252,42.193540,11.524610,48.499278,219.935103,47.091001,118.844837,165.935838,25.622185,142.168230,288.498682,157.357443,34.320980,57.143280,1.662100,516.347817,330.605413
R2S2_TRAIN_4EFE82FB94A1,4130.166949,396.813926,382.960586,10355.055808,1200.472964,43.819977,26.425001,47.694821,215.011979,49.382179,108.168106,157.550285,25.835825,176.931058,289.326944,218.011267,34.052343,57.736847,1.651772,505.185092,316.259529
R2S2_TRAIN_0968EBAF30CA,4160.311591,401.354780,389.592513,10884.436966,1186.423304,41.687500,22.093009,49.263547,220.009118,47.469025,120.878893,168.347918,23.936719,202.975457,284.040846,225.120770,34.318677,57.378590,1.662100,504.386681,323.292044
R2S2_TRAIN_BE373CD31608,4031.153548,384.188436,372.306937,8580.336675,1200.564073,44.875000,26.294844,49.826670,219.911116,50.530787,107.383635,157.914422,24.967586,171.860408,285.138456,243.281805,34.355021,57.597283,1.651462,503.394441,317.171097
R2S2_TRAIN_05EE8C5A3513,4270.802143,399.553186,385.950500,13245.581245,1186.669414,45.410868,21.481432,46.219314,219.932966,50.855077,116.982999,167.838076,25.242780,161.668464,293.110586,221.177854,33.153875,57.268986,1.662900,523.968665,329.195840
R2S2_TRAIN_F0803CD36B5F,4132.133036,397.875023,389.409606,14875.460491,1193.607667,46.433031,25.959605,48.665829,216.976185,54.716051,111.339689,166.055740,23.962324,148.552577,289.266474,199.239418,34.876361,57.592636,1.656107,533.954239,325.871041
R2S2_TRAIN_341AC1F25C69,4300.244201,398.586238,386.449552,10022.099576,1200.873065,42.375000,10.778231,48.659495,219.973553,54.568196,111.493772,166.061968,25.210105,146.081716,292.257436,219.494115,34.294007,57.297263,1.658513,499.408941,321.860016
R2S2_TRAIN_F3079977861F,4000.403880,379.317442,353.851103,8548.556152,1181.498557,42.375000,23.659785,46.460077,215.908643,47.661075,107.855106,155.516181,25.839217,202.958076,279.891403,228.680070,32.718853,57.498669,1.664190,510.309693,325.929622
R2S2_TRAIN_CA70BAB6D2E9,4164.478530,400.584945,387.790122,10046.120766,1194.940280,43.000000,24.582410,48.845219,219.920224,47.763111,120.487127,168.250239,24.987255,133.143730,286.156600,174.867261,34.325364,57.891191,1.643992,509.912743,315.403406
R2S2_TRAIN_8C804A59D085,4213.504802,390.596563,381.390134,12508.557420,1181.305932,41.437500,25.046523,47.773008,219.922065,49.015248,110.343407,159.358655,25.706747,154.760561,291.608377,220.793261,34.224096,56.142835,1.695109,524.627195,327.877281
R2S2_TRAIN_3F84284836CC,4068.668390,387.629351,374.494201,8283.001610,1200.055408,38.968357,26.386353,48.498643,219.917471,54.299223,105.264098,159.563321,25.405248,218.381661,284.880812,244.500656,32.908441,57.851337,1.643348,501.500516,318.007513
R2S2_TRAIN_23D22BAA3B3E,4253.039939,401.581413,387.279474,13844.416546,1199.972117,45.875000,18.710296,49.293136,219.964816,54.118916,116.479226,170.598141,25.423347,153.797323,291.335466,236.039587,34.180308,57.045904,1.667541,521.438542,332.713404
R2S2_TRAIN_F847EF8D2080,4095.354545,397.258785,384.266094,8727.919601,1192.172508,41.937500,18.678789,48.033570,198.472970,46.142970,123.429978,169.572948,24.473738,172.213447,282.551874,225.262656,32.569063,57.474792,1.657459,504.395148,325.066619
R2S2_TRAIN_9FED86FB99DD,4290.724121,401.790781,391.072154,14268.836462,1186.701006,47.545198,9.166796,47.297879,219.971057,57.005224,119.469597,176.474821,25.164966,152.317917,288.646032,208.872730,34.445824,57.276984,1.662315,510.789084,310.122236
R2S2_TRAIN_594AE01455A1,4292.213944,403.857571,389.102734,12165.456657,1200.238674,41.250000,4.166876,48.878630,220.015839,53.016631,117.106972,170.123603,25.257014,134.362358,291.445189,144.600935,34.503203,57.328436,1.653002,502.541834,320.678314
R2S2_TRAIN_4BF2C4408D0C,4016.067181,381.934565,379.582875,6436.834214,1186.570140,35.839477,14.062966,48.383845,215.975608,55.190069,100.815328,156.005397,25.304909,174.155279,271.906633,227.826073,31.521515,57.557881,1.653693,513.116973,332.100648
R2S2_TRAIN_B7BFB923C6B1,4177.817656,390.614374,381.625073,12004.550038,1163.578732,41.687500,24.105506,48.158465,219.947469,52.280017,110.193843,162.473859,26.200849,142.402193,287.067464,204.233033,32.028890,57.177758,1.669629,502.351530,311.658692
R2S2_TRAIN_FA74B616BB70,4229.146798,395.663728,380.408976,10801.003331,1200.701159,45.944737,7.901027,48.348118,220.007857,52.436651,115.796780,168.233431,26.579477,138.504217,297.350095,152.428984,34.438071,57.793003,1.648642,492.227535,309.979756
R2S2_TRAIN_40FEEA884CBF,4162.544491,397.869238,388.179724,9159.706874,1194.006071,43.068399,16.424521,48.454224,219.960672,54.580908,113.090329,167.671238,25.526369,158.628748,286.278820,215.039168,34.449900,57.687726,1.649586,499.917184,307.451144
R2S2_TRAIN_C610CE301807,4063.049169,390.762396,381.657593,5956.657360,1188.215021,38.792523,13.777296,49.027848,215.940372,55.562920,103.614114,159.177033,25.525953,154.310684,280.549158,239.288596,31.235171,57.502844,1.656800,496.951923,317.242096
R2S2_TRAIN_F12739B165C1,4171.756021,397.232103,380.450100,7362.039846,1182.992865,40.812500,11.664703,48.506602,217.929006,53.594163,113.522309,167.116472,25.473921,149.296393,289.908085,220.881398,33.187375,57.684834,1.652000,500.391871,318.587389
R2S2_TRAIN_9A7C761C945E,4187.043378,394.364695,386.597517,10540.498105,1187.046128,42.000000,20.582255,48.364660,219.953330,50.338722,113.578004,163.916726,24.725517,207.511377,283.097151,230.048418,34.546238,57.560083,1.652615,516.457801,321.248857
R2S2_TRAIN_AA0042D70F4E,4190.081318,402.692882,389.893247,10945.568486,1185.692818,43.000000,22.219493,48.233454,219.223339,49.946467,119.103801,169.050268,24.236587,152.618608,290.037305,200.376370,34.397677,57.647038,1.651463,510.847457,318.797713
R2S2_TRAIN_FDE638014F5F,4212.321550,400.639745,388.065902,13661.022257,1192.213397,45.750000,9.058761,47.902935,217.982064,47.363788,122.145438,169.509226,24.517200,148.854256,290.656026,173.058884,34.819475,57.519965,1.653420,504.828923,318.341532
R2S2_TRAIN_D33AE96A2E49,4217.149848,396.096404,382.519836,9403.296119,1200.125326,42.562500,20.270403,49.380225,219.996361,56.996383,108.042562,165.038944,26.697369,140.110793,294.299779,224.405127,31.814776,57.065345,1.674002,494.749322,312.983629
R2S2_TRAIN_965D0205D3B7,4155.796475,394.066851,383.211947,9137.850029,1196.435271,38.611564,25.163064,47.624039,219.997833,50.886066,118.651427,169.537493,25.309444,193.346699,288.186157,234.143329,32.069998,57.539411,1.661739,518.512600,334.595622
R2S2_TRAIN_A48801FDF0F9,4183.259545,385.990969,378.798525,8738.130190,1174.019328,38.001743,25.121275,46.546842,200.105806,45.929918,107.665114,153.595032,25.420111,174.398017,293.305485,169.067901,31.365365,57.645990,1.652112,511.138930,320.243866
R2S2_TRAIN_81A629FBBE9A,4088.778676,386.903104,380.398442,13331.205070,1179.300670,38.680386,14.421590,46.903290,217.952970,51.434234,111.882091,163.316325,25.429283,160.720297,286.331359,218.098235,34.538461,57.178226,1.669758,537.266573,354.390780
R2S2_TRAIN_FBBAA66C90FA,4212.340214,396.289875,384.446204,13875.228921,1187.380384,41.000000,24.372477,46.169746,215.010328,51.342039,110.518494,161.860534,24.798738,180.527817,288.391231,221.609119,34.505718,57.467774,1.656400,530.078213,337.433450
R2S2_TRAIN_3C385EC94F4F,4292.536632,391.851857,377.918286,9016.325106,1200.192449,43.000000,6.370804,48.914715,219.989881,55.153880,107.839852,162.993732,25.586220,174.938883,291.243012,216.458424,34.398222,57.309098,1.666202,505.485295,321.745108
R2S2_TRAIN_9D5AD6A2BA2D,3920.825976,386.625220,382.661687,9220.833357,1199.373955,37.646386,24.629711,48.435808,204.573368,57.327414,83.595654,140.923068,24.505024,183.469410,282.434784,224.973653,34.198525,57.580233,1.649427,506.108696,325.209862
R2S2_TRAIN_92261C5FFD41,4170.315778,389.050113,378.730114,11274.706300,1187.987557,40.437500,24.306263,47.179743,219.534534,51.075693,113.336416,164.412109,25.382753,192.852707,282.110925,175.880968,32.609809,57.157031,1.674161,514.925884,333.062190
R2S2_TRAIN_EDD10BD56D2A,4150.389079,397.159721,384.282831,13453.724859,1181.962418,41.562500,20.854101,48.344770,219.924219,47.560323,121.828471,169.388795,24.496948,157.678172,290.510852,192.296661,31.978742,57.205734,1.654975,499.010089,319.933179
R2S2_TRAIN_C6CEAD886E77,4049.580798,381.611601,381.146392,12087.012809,1149.561283,39.332101,26.952913,46.681722,200.100503,49.580733,108.446493,158.027226,24.820407,173.919990,278.286848,220.960046,32.308811,57.602922,1.654500,526.687237,342.462422
R2S2_TRAIN_ADB0578ECA5C,4064.582334,394.326863,383.532860,10004.400886,1200.131042,41.562500,26.568280,48.769176,217.957213,58.458058,107.345304,165.803363,24.700776,160.736666,282.906754,234.738047,33.102518,57.313590,1.665102,498.243176,313.441618
R2S2_TRAIN_AD78F38CA6F7,4252.548960,401.044688,385.690955,11107.850325,1185.946710,45.103182,5.797753,48.876505,220.032889,56.914820,110.905384,167.820204,25.419706,155.804525,289.344152,193.476987,32.973095,57.300109,1.664842,500.015969,307.943625
R2S2_TRAIN_34D4C32247DE,3903.453172,391.473796,368.239414,5818.178617,1199.987635,38.714435,25.547667,49.986100,219.987244,55.735620,91.863746,147.599366,25.958322,175.025156,276.028540,247.665759,33.172946,57.486668,1.666105,505.527158,319.072395
R2S2_TRAIN_11196DB63633,4191.077334,400.553851,392.216725,13086.493412,1186.676647,47.639688,10.316152,48.910462,219.926052,57.929916,107.528435,165.458351,24.867785,132.115260,285.730072,228.351981,34.317178,57.479581,1.658000,496.685666,307.490613
R2S2_TRAIN_EAF7EBC4240C,4023.862825,380.158807,375.591926,4315.004910,1200.644430,34.280671,15.366546,48.958030,219.960123,57.524839,101.559345,159.084184,25.496882,159.015730,285.749726,230.830952,31.186939,57.629251,1.654500,502.524310,331.823987
R2S2_TRAIN_A7C0F25FF817,4203.271626,397.163324,387.053949,13347.255168,1201.405030,43.187500,24.673610,48.555078,219.981170,52.742807,116.969216,169.712023,25.222466,154.265797,293.409440,203.946026,34.295751,57.081002,1.663695,505.968229,314.462233
R2S2_TRAIN_1EB81960D319,4184.781441,390.565140,381.094322,8540.832238,1181.986550,41.062500,8.010295,47.520548,215.958041,48.877512,117.673304,166.550816,25.227668,169.478767,288.967919,213.090654,34.225858,57.316863,1.661745,503.423874,315.642487
R2S2_TRAIN_4EA432D85E74,4353.142988,404.084676,393.538533,13881.289048,1185.734111,46.062500,16.585284,48.474965,215.970718,52.259335,118.966695,171.226030,25.798971,147.263369,293.610275,196.190730,34.474468,56.885699,1.665742,511.809548,319.334505
R2S2_TRAIN_646E3FEF7147,4222.345927,393.856182,381.778216,12495.005082,1186.208610,40.875000,10.454407,47.974373,219.890954,57.667382,109.550762,167.218144,25.545823,146.009181,287.836902,153.786842,34.262023,57.483661,1.656839,529.113001,337.087262
R2S2_TRAIN_E58F91B61B09,3881.745517,379.225912,318.890332,6184.007654,1194.623415,38.635497,19.464392,48.350261,218.016952,53.042735,102.668865,155.711599,26.110593,172.111141,286.522003,217.147135,30.646452,57.649463,1.649100,498.026918,319.904216
R2S2_TRAIN_861F920226EF,4150.048204,390.928894,380.650453,8827.331530,1181.822060,37.483293,8.312450,47.680757,217.983317,57.105597,105.405718,162.511315,25.247683,157.236866,272.292612,234.707418,34.279145,57.370454,1.661569,501.725505,312.198244
R2S2_TRAIN_87428E3BEEA9,4166.464162,394.183320,384.849969,11746.839909,1184.416185,41.002503,6.354008,47.298246,220.024012,53.343400,106.089024,159.432424,25.539948,128.505854,291.130763,162.560162,32.684639,56.657168,1.668769,522.023595,334.225653
R2S2_TRAIN_43A477597CF8,4177.426980,396.792529,386.112059,12777.034379,1188.679667,43.375000,25.023905,48.200793,219.955818,51.016400,110.189624,161.206024,25.410600,173.930364,286.270790,232.114733,34.594258,57.715853,1.661680,507.516354,327.586877
R2S2_TRAIN_883A6967F662,4096.279481,394.359819,382.725067,8553.978921,1181.224047,44.125000,25.905342,48.559381,219.988827,45.947017,118.704503,164.651520,25.252808,152.577399,282.533947,188.479628,34.428717,57.344045,1.662361,512.343167,317.996772
R2S2_TRAIN_1D434F034A6C,4050.197946,387.550171,380.622326,8722.606640,1182.847968,40.125000,10.204171,48.315270,214.959589,58.565775,96.127911,154.693685,25.589269,145.927257,286.370046,217.065453,31.416634,57.408974,1.657300,504.315507,316.738848
R2S2_TRAIN_26A99032C888,3937.206491,387.557405,370.343553,9262.434800,1182.263018,40.910949,12.045818,48.160799,217.989259,50.667272,105.847315,156.514586,25.789176,156.169602,283.588366,223.674887,34.321381,57.789426,1.650314,509.536972,318.291606
R2S2_TRAIN_B05227E39DD1,4165.041064,395.598929,385.076409,13140.042497,1181.730083,41.664599,26.667141,48.566019,219.282120,48.070175,119.494999,167.565174,24.627210,191.270428,285.257042,203.350445,34.505959,56.343114,1.689443,510.474198,321.437530
R2S2_TRAIN_10842FD7BC56,4098.332682,396.031825,387.501675,5956.878842,1194.192779,42.540869,11.000198,48.288539,220.022180,49.078126,118.631942,167.710068,24.818350,132.590153,282.905306,153.488978,34.316396,57.617417,1.653118,505.592175,316.970005
R2S2_TRAIN_D5A56508D995,4095.431153,391.810026,383.461484,6107.199113,1186.870586,40.383127,25.588221,48.672360,215.958709,47.171221,115.618775,162.789997,24.979831,176.733741,285.875525,221.546565,32.020594,57.405646,1.658041,506.365860,320.377677
R2S2_TRAIN_9AA57B580BFF,3956.167824,379.772851,372.795089,4060.745561,1186.922722,31.243255,7.892184,49.811613,219.936181,51.284517,105.030190,156.314708,24.983875,174.433321,275.473351,219.422466,31.141765,57.544148,1.656220,494.509909,310.069818
R2S2_TRAIN_5E524FF840D4,4205.197678,399.060091,385.840040,12509.284690,1200.405738,45.500000,13.240862,48.161621,220.035112,54.937691,114.816347,169.754038,25.341428,145.236924,290.036927,202.158023,34.024375,57.599177,1.661867,507.881869,314.343793
R2S2_TRAIN_2A52970004C6,4209.694366,393.117522,382.472948,12233.586818,1184.613168,42.784108,25.269821,47.835324,219.943625,50.565303,107.759108,158.324411,25.598016,182.217232,287.310438,220.859804,34.277613,57.165521,1.656940,520.462130,321.606197
R2S2_TRAIN_12D7BC35E62F,4163.183197,397.239485,386.058867,9175.508952,1199.592472,39.061109,10.703691,48.704202,219.986579,52.988462,118.594052,171.582514,24.356737,154.307337,282.668394,218.847271,33.331639,57.815867,1.644945,497.169370,311.280047
R2S2_TRAIN_F0480E672517,4228.109080,392.148667,384.628879,12961.711522,1187.596551,44.409663,14.525137,48.737845,219.982119,52.171334,112.551666,164.723000,25.490760,139.529327,289.679830,197.495068,32.974979,57.305796,1.655481,494.458959,311.676938
R2S2_TRAIN_9DF61226201A,4137.395310,386.594765,370.069623,8786.929020,1187.607858,34.908927,12.932037,48.193576,218.784864,51.460155,106.161284,157.621439,25.284246,174.954845,286.861524,244.646958,31.162535,56.343641,1.692269,530.989686,338.286042
R2S2_TRAIN_E7FD8E9DD8A3,4091.021886,395.214340,381.714985,13172.444016,1188.335150,42.500000,11.506619,47.698250,219.981488,55.250757,110.219037,165.469794,24.760819,142.054025,283.388342,175.824755,34.052899,57.621104,1.650600,505.364568,318.784751
R2S2_TRAIN_68892DFBDDBD,4144.688766,397.666477,390.471878,8148.607340,1199.535299,44.937500,6.111432,49.967130,219.999892,58.929396,101.496905,160.426301,24.601811,126.043164,286.877080,206.545689,34.567170,57.708192,1.654800,490.004020,303.491678
R2S2_TRAIN_9BBEFA13B535,4225.451502,393.544815,381.281285,11724.820150,1187.384591,44.937500,17.527342,48.380881,219.990162,50.948570,107.079026,158.027597,25.911599,150.561075,289.889327,224.932150,33.023671,57.050108,1.662900,508.111245,321.155909
R2S2_TRAIN_8D84BFD9C316,4224.164703,386.676474,382.267904,8300.905424,1186.493904,39.937500,6.132764,48.145339,219.949575,55.259900,108.436683,163.696584,26.946247,158.057615,289.552889,222.131062,31.392651,57.432740,1.655100,505.166768,323.790335
R2S2_TRAIN_382FE1CBE8F1,4229.571131,396.279272,386.073553,11090.805395,1199.325516,43.875000,10.157172,49.133336,219.907360,56.658026,109.058540,165.716566,25.443746,146.062023,291.109197,210.971639,34.429576,57.350089,1.651100,501.078665,315.979912
R2S2_TRAIN_A0D2707C3EA8,4305.197662,399.575685,387.593076,14627.348037,1187.882515,47.447982,23.515550,48.489933,219.962411,51.653330,120.243996,171.897327,25.540600,145.935397,290.359930,222.616738,34.418564,57.237148,1.665106,500.371121,311.975000
R2S2_TRAIN_A73F76682AAB,4054.198177,396.109486,381.818169,10236.975694,1186.107747,40.000000,10.120587,49.416896,219.563461,57.488980,105.292482,162.781462,24.776862,146.601223,277.494275,230.766881,34.458055,57.598514,1.658000,495.151847,308.252576
R2S2_TRAIN_934A44C26F7F,4164.064653,396.669517,385.624060,8339.472292,1186.377744,38.653982,9.447264,48.749079,219.975834,52.597171,112.327241,164.924412,24.257519,165.558569,286.504462,215.436527,31.494036,57.518926,1.656100,500.371163,315.595369
R2S2_TRAIN_7EAECCCC891F,4112.444660,394.859802,379.970185,6433.920369,1199.765801,39.256591,8.655237,47.995425,220.027642,58.507066,102.240971,160.748037,25.810679,126.209378,289.824856,222.661973,31.987895,57.554179,1.651303,494.956623,310.792558
R2S2_TRAIN_3204DF4F4B51,4182.054157,396.163997,387.008284,12445.757892,1199.734552,45.000000,14.901115,49.159604,220.036443,54.709978,111.766835,166.476813,25.377079,132.906937,287.210862,225.384491,34.303141,57.586881,1.657839,501.346558,313.013479
R2S2_TRAIN_1FC3618CDC4A,4033.643806,383.422352,373.493852,8013.236013,1195.095552,41.187500,27.492933,48.393697,215.936694,54.874258,105.114821,159.989079,26.056985,184.869871,281.571820,225.607313,33.259206,58.052515,1.641767,510.851567,328.475478
